reviewer,relevant,title,original_authors,url,extracted_author,affiliations
MH,True,An Empirical Study on Commit Message Generation Using LLMs via In-Context Learning,"Wu, Yifan, Wang, Yunpeng, Li, Ying, Tao, Wei, Yu, Siyu, Yang, Haowen, Jiang, Wei, Li, Jianguo",https://doi.org/10.1109/ICSE55347.2025.00091,Yifan Wu,"Peking University,Beijing,China"
MH,True,An Empirical Study on Commit Message Generation Using LLMs via In-Context Learning,"Wu, Yifan, Wang, Yunpeng, Li, Ying, Tao, Wei, Yu, Siyu, Yang, Haowen, Jiang, Wei, Li, Jianguo",https://doi.org/10.1109/ICSE55347.2025.00091,Yunpeng Wang,"Ant Group,Hangzhou,China"
MH,True,An Empirical Study on Commit Message Generation Using LLMs via In-Context Learning,"Wu, Yifan, Wang, Yunpeng, Li, Ying, Tao, Wei, Yu, Siyu, Yang, Haowen, Jiang, Wei, Li, Jianguo",https://doi.org/10.1109/ICSE55347.2025.00091,Ying Li,"Peking University,Beijing,China"
MH,True,An Empirical Study on Commit Message Generation Using LLMs via In-Context Learning,"Wu, Yifan, Wang, Yunpeng, Li, Ying, Tao, Wei, Yu, Siyu, Yang, Haowen, Jiang, Wei, Li, Jianguo",https://doi.org/10.1109/ICSE55347.2025.00091,Wei Tao,"Fudan University,Shanghai,China"
MH,True,An Empirical Study on Commit Message Generation Using LLMs via In-Context Learning,"Wu, Yifan, Wang, Yunpeng, Li, Ying, Tao, Wei, Yu, Siyu, Yang, Haowen, Jiang, Wei, Li, Jianguo",https://doi.org/10.1109/ICSE55347.2025.00091,Siyu Yu,"Peking University,Beijing,China"
MH,True,An Empirical Study on Commit Message Generation Using LLMs via In-Context Learning,"Wu, Yifan, Wang, Yunpeng, Li, Ying, Tao, Wei, Yu, Siyu, Yang, Haowen, Jiang, Wei, Li, Jianguo",https://doi.org/10.1109/ICSE55347.2025.00091,Haowen Yang,"The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen),China"
MH,True,An Empirical Study on Commit Message Generation Using LLMs via In-Context Learning,"Wu, Yifan, Wang, Yunpeng, Li, Ying, Tao, Wei, Yu, Siyu, Yang, Haowen, Jiang, Wei, Li, Jianguo",https://doi.org/10.1109/ICSE55347.2025.00091,Wei Jiang,"Ant Group,Hangzhou,China"
MH,True,An Empirical Study on Commit Message Generation Using LLMs via In-Context Learning,"Wu, Yifan, Wang, Yunpeng, Li, Ying, Tao, Wei, Yu, Siyu, Yang, Haowen, Jiang, Wei, Li, Jianguo",https://doi.org/10.1109/ICSE55347.2025.00091,Jianguo Li,"Ant Group,Hangzhou,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Yuanliang Zhang,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Yifan Xie,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Shanshan Lit,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Ke Liu,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Chong Wang,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Zhouyang Jia,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Xiangbing Huang,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Jie Song,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Chaopeng Luo,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Zhizheng Zheng,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Rulin Xu,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Yitong Liu,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Si Zheng,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
MH,True,Unseen Horizons: Unveiling the Real Capability of LLM Code Generation Beyond the Familiar,"Zhang, Yuanliang, Xie, Yifan, Li, Shanshan, Liu, Ke, Wang, Chong, Jia, Zhouyang, Huang, Xiangbing, Song, Jie, Luo, Chaopeng, Zheng, Zhizheng, Xu, Rulin, Liu, Yitong, Zheng, Si, Liao, Xiangke",https://doi.org/10.1109/ICSE55347.2025.00082,Xiangke Liao,"College of Computer Science and Technology National University of Defense Technology,Changsha,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Chiming Duan,"School of Software and Microelectronics, Peking University,Beijing,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Yong Yang,"National Engineering Research Center for Software Engineering, Peking University,Beijing,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Tong Jia,"Institute for Artificial Intelligence, Peking University,Beijing,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Guiyang Liu,"Aliaba Cloud Computing Company,Hangzhou,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Jinbu Liu,"Aliaba Cloud Computing Company,Hangzhou,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Huxing Zhang,"Aliaba Cloud Computing Company,Hangzhou,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Qi Zhou,"Aliaba Cloud Computing Company,Hangzhou,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Ying Li,"National Engineering Research Center for Software Engineering, Peking University,Beijing,China"
N/A,False,FAMOS: Fault Diagnosis for Microservice Systems through Effective Multi-Modal Data Fusion,"Duan, Chiming, Yang, Yong, Jia, Tong, Liu, Guiyang, Liu, Jinbu, Zhang, Huxing, Zhou, Qi, Li, Ying, Huang, Gang",https://doi.org/10.1109/ICSE55347.2025.00073,Gang Huang,"National Key Laboratory of Data Space Technology and System,Beijing,China"
N/A,False,Understanding Compiler Bugs in Real Development,"Zhong, Hao",https://doi.org/10.1109/ICSE55347.2025.00068,Hao Zhong,"Shanghai Jiao Tong University,China"
MH,False,Measuring the Runtime Performance of C++ Code Written by Humans Using GitHub Copilot,"Erhabor, Daniel, Udayashankar, Sreeharsha, Nagappan, Meiyappan, Al-Kiswany, Samer",https://doi.org/10.1109/ICSE55347.2025.00059,Daniel Erhabor,"University of Waterloo,Waterloo,Canada"
MH,False,Measuring the Runtime Performance of C++ Code Written by Humans Using GitHub Copilot,"Erhabor, Daniel, Udayashankar, Sreeharsha, Nagappan, Meiyappan, Al-Kiswany, Samer",https://doi.org/10.1109/ICSE55347.2025.00059,Sreeharsha Udayashankar,"University of Waterloo,Waterloo,Canada"
MH,False,Measuring the Runtime Performance of C++ Code Written by Humans Using GitHub Copilot,"Erhabor, Daniel, Udayashankar, Sreeharsha, Nagappan, Meiyappan, Al-Kiswany, Samer",https://doi.org/10.1109/ICSE55347.2025.00059,Meiyappan Nagappan,"University of Waterloo,Waterloo,Canada"
MH,False,Measuring the Runtime Performance of C++ Code Written by Humans Using GitHub Copilot,"Erhabor, Daniel, Udayashankar, Sreeharsha, Nagappan, Meiyappan, Al-Kiswany, Samer",https://doi.org/10.1109/ICSE55347.2025.00059,Samer Al-Kiswany,"University of Waterloo,Waterloo,Canada"
N/A,False,Tumbling Down the Rabbit Hole: How Do Assisting Exploration Strategies Facilitate Grey-Box Fuzzing?,"Wu, Mingyuan, Xiang, Jiahong, Chen, Kunqiu, Di, Peng, Tan, Shin Hwei, Cui, Heming, Zhang, Yuqun",https://doi.org/10.1109/ICSE55347.2025.00044,Mingyuan Wu,"Research Institute of Trustworthy Autonomous Systems, Southern University of Science and Technology,Shenzhen,China"
N/A,False,Tumbling Down the Rabbit Hole: How Do Assisting Exploration Strategies Facilitate Grey-Box Fuzzing?,"Wu, Mingyuan, Xiang, Jiahong, Chen, Kunqiu, Di, Peng, Tan, Shin Hwei, Cui, Heming, Zhang, Yuqun",https://doi.org/10.1109/ICSE55347.2025.00044,Jiahong Xiang,"Research Institute of Trustworthy Autonomous Systems, Southern University of Science and Technology,Shenzhen,China"
N/A,False,Tumbling Down the Rabbit Hole: How Do Assisting Exploration Strategies Facilitate Grey-Box Fuzzing?,"Wu, Mingyuan, Xiang, Jiahong, Chen, Kunqiu, Di, Peng, Tan, Shin Hwei, Cui, Heming, Zhang, Yuqun",https://doi.org/10.1109/ICSE55347.2025.00044,Kunqiu Chen,"Southern University of Science and Technology,Shenzhen,China"
N/A,False,Tumbling Down the Rabbit Hole: How Do Assisting Exploration Strategies Facilitate Grey-Box Fuzzing?,"Wu, Mingyuan, Xiang, Jiahong, Chen, Kunqiu, Di, Peng, Tan, Shin Hwei, Cui, Heming, Zhang, Yuqun",https://doi.org/10.1109/ICSE55347.2025.00044,Peng Di,"Ant Group,Hangzhou,China"
N/A,False,Tumbling Down the Rabbit Hole: How Do Assisting Exploration Strategies Facilitate Grey-Box Fuzzing?,"Wu, Mingyuan, Xiang, Jiahong, Chen, Kunqiu, Di, Peng, Tan, Shin Hwei, Cui, Heming, Zhang, Yuqun",https://doi.org/10.1109/ICSE55347.2025.00044,Shin Hwei Tan,"Concordia University,Montreal,Canada"
N/A,False,Tumbling Down the Rabbit Hole: How Do Assisting Exploration Strategies Facilitate Grey-Box Fuzzing?,"Wu, Mingyuan, Xiang, Jiahong, Chen, Kunqiu, Di, Peng, Tan, Shin Hwei, Cui, Heming, Zhang, Yuqun",https://doi.org/10.1109/ICSE55347.2025.00044,Heming Cui,"The University of Hong Kong,Hong Kong,China"
N/A,False,Tumbling Down the Rabbit Hole: How Do Assisting Exploration Strategies Facilitate Grey-Box Fuzzing?,"Wu, Mingyuan, Xiang, Jiahong, Chen, Kunqiu, Di, Peng, Tan, Shin Hwei, Cui, Heming, Zhang, Yuqun",https://doi.org/10.1109/ICSE55347.2025.00044,Yuqun Zhang,"Southern University of Science and Technology,Department of Computer Science and Engineering,Shenzhen,China"
MH,False,QEDCartographer: Automating Formal Verification Using Reward-Free Reinforcement Learning,"Sanchez-Stern, Alex, Varghese, Abhishek, Kaufman, Zhanna, Zhang, Dylan, Ringer, Talia, Brun, Yuriy",https://doi.org/10.1109/ICSE55347.2025.00033,Alex Sanchez-Stern,"University of Massachusetts,Amherst,MA,USA"
MH,False,QEDCartographer: Automating Formal Verification Using Reward-Free Reinforcement Learning,"Sanchez-Stern, Alex, Varghese, Abhishek, Kaufman, Zhanna, Zhang, Dylan, Ringer, Talia, Brun, Yuriy",https://doi.org/10.1109/ICSE55347.2025.00033,Abhishek Varghese,"University of Massachusetts,Amherst,MA,USA"
MH,False,QEDCartographer: Automating Formal Verification Using Reward-Free Reinforcement Learning,"Sanchez-Stern, Alex, Varghese, Abhishek, Kaufman, Zhanna, Zhang, Dylan, Ringer, Talia, Brun, Yuriy",https://doi.org/10.1109/ICSE55347.2025.00033,Zhanna Kaufman,"University of Massachusetts,Amherst,MA,USA"
MH,False,QEDCartographer: Automating Formal Verification Using Reward-Free Reinforcement Learning,"Sanchez-Stern, Alex, Varghese, Abhishek, Kaufman, Zhanna, Zhang, Dylan, Ringer, Talia, Brun, Yuriy",https://doi.org/10.1109/ICSE55347.2025.00033,Dylan Zhang,"University of Illinois Urbana-Champaign,Champaign,IL,USA"
MH,False,QEDCartographer: Automating Formal Verification Using Reward-Free Reinforcement Learning,"Sanchez-Stern, Alex, Varghese, Abhishek, Kaufman, Zhanna, Zhang, Dylan, Ringer, Talia, Brun, Yuriy",https://doi.org/10.1109/ICSE55347.2025.00033,Talia Ringer,"University of Illinois Urbana-Champaign,Champaign,IL,USA"
MH,False,QEDCartographer: Automating Formal Verification Using Reward-Free Reinforcement Learning,"Sanchez-Stern, Alex, Varghese, Abhishek, Kaufman, Zhanna, Zhang, Dylan, Ringer, Talia, Brun, Yuriy",https://doi.org/10.1109/ICSE55347.2025.00033,Yuriy Brun,"University of Massachusetts,Amherst,MA,USA"
MH,True,Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,"Deljouyi, Amirhossein, Koohestani, Roham, Izadi, Maliheh, Zaidman, Andy",https://doi.org/10.1109/ICSE55347.2025.00032,Amirhossein Deljouyi,"Delft University of Technology,Delft,The Netherlands"
MH,True,Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,"Deljouyi, Amirhossein, Koohestani, Roham, Izadi, Maliheh, Zaidman, Andy",https://doi.org/10.1109/ICSE55347.2025.00032,Roham Koohestani,"Delft University of Technology,Delft,The Netherlands"
MH,True,Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,"Deljouyi, Amirhossein, Koohestani, Roham, Izadi, Maliheh, Zaidman, Andy",https://doi.org/10.1109/ICSE55347.2025.00032,Maliheh Izadi,"Delft University of Technology,Delft,The Netherlands"
MH,True,Leveraging Large Language Models for Enhancing the Understandability of Generated Unit Tests,"Deljouyi, Amirhossein, Koohestani, Roham, Izadi, Maliheh, Zaidman, Andy",https://doi.org/10.1109/ICSE55347.2025.00032,Andy Zaidman,"Delft University of Technology,Delft,The Netherlands"
MH,False,Unavoidable Boundary Conditions: A Control Perspective on Goal Conflicts,"Cirelli, Francisco, Alrajeh, Dalal, Uchitel, Sebastian",https://doi.org/10.1109/ICSE55347.2025.00031,Francisco Cirelli,"Universidad de Buenos Aires,Argentina"
MH,False,Unavoidable Boundary Conditions: A Control Perspective on Goal Conflicts,"Cirelli, Francisco, Alrajeh, Dalal, Uchitel, Sebastian",https://doi.org/10.1109/ICSE55347.2025.00031,Dalal Alrajeh,"Imperial College,London,UK"
MH,False,Unavoidable Boundary Conditions: A Control Perspective on Goal Conflicts,"Cirelli, Francisco, Alrajeh, Dalal, Uchitel, Sebastian",https://doi.org/10.1109/ICSE55347.2025.00031,Sebastian Uchitel,"CONICET/U. de Buenos Aires,Argentina"
N/A,False,Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"Liao, Lizhi, Eismann, Simon, Li, Heng, Bezemer, Cor-Paul, Costa, Diego Elias, van Hoorn, Andr\'{e",https://doi.org/10.1109/ICSE55347.2025.00026,Lizhi Liao,Memorial University of Newfoundland
N/A,False,Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"Liao, Lizhi, Eismann, Simon, Li, Heng, Bezemer, Cor-Paul, Costa, Diego Elias, van Hoorn, Andr\'{e",https://doi.org/10.1109/ICSE55347.2025.00026,Simon Eismann,University of Wurzburg
N/A,False,Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"Liao, Lizhi, Eismann, Simon, Li, Heng, Bezemer, Cor-Paul, Costa, Diego Elias, van Hoorn, Andr\'{e",https://doi.org/10.1109/ICSE55347.2025.00026,Heng Li,Polytechnique Montreal
N/A,False,Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"Liao, Lizhi, Eismann, Simon, Li, Heng, Bezemer, Cor-Paul, Costa, Diego Elias, van Hoorn, Andr\'{e",https://doi.org/10.1109/ICSE55347.2025.00026,Cor- Paul Bezemer,University of Alberta
N/A,False,Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"Liao, Lizhi, Eismann, Simon, Li, Heng, Bezemer, Cor-Paul, Costa, Diego Elias, van Hoorn, Andr\'{e",https://doi.org/10.1109/ICSE55347.2025.00026,Diego Elias Costa,Concordia University
N/A,False,Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"Liao, Lizhi, Eismann, Simon, Li, Heng, Bezemer, Cor-Paul, Costa, Diego Elias, van Hoorn, Andr\'{e",https://doi.org/10.1109/ICSE55347.2025.00026,Andre van Hoorn,University of Hamburg
N/A,False,Early Detection of Performance Regressions by Bridging Local Performance Data and Architectural Models,"Liao, Lizhi, Eismann, Simon, Li, Heng, Bezemer, Cor-Paul, Costa, Diego Elias, van Hoorn, Andr\'{e",https://doi.org/10.1109/ICSE55347.2025.00026,Weiyi Shang,University of Waterloo
MH,True,RustAssistant: Using LLMs to Fix Compilation Errors in Rust Code,"Deligiannis, Pantazis, Lal, Akash, Mehrotra, Nikita, Poddar, Rishi, Rastogi, Aseem",https://doi.org/10.1109/ICSE55347.2025.00022,Pantazis Deligiannis,"Microsoft Research,USA"
MH,True,RustAssistant: Using LLMs to Fix Compilation Errors in Rust Code,"Deligiannis, Pantazis, Lal, Akash, Mehrotra, Nikita, Poddar, Rishi, Rastogi, Aseem",https://doi.org/10.1109/ICSE55347.2025.00022,Akash Lal,"Microsoft Research,India"
MH,True,RustAssistant: Using LLMs to Fix Compilation Errors in Rust Code,"Deligiannis, Pantazis, Lal, Akash, Mehrotra, Nikita, Poddar, Rishi, Rastogi, Aseem",https://doi.org/10.1109/ICSE55347.2025.00022,Nikita Mehrotra,"Microsoft Research,India"
MH,True,RustAssistant: Using LLMs to Fix Compilation Errors in Rust Code,"Deligiannis, Pantazis, Lal, Akash, Mehrotra, Nikita, Poddar, Rishi, Rastogi, Aseem",https://doi.org/10.1109/ICSE55347.2025.00022,Rishi Poddar,"Microsoft Research,India"
MH,True,RustAssistant: Using LLMs to Fix Compilation Errors in Rust Code,"Deligiannis, Pantazis, Lal, Akash, Mehrotra, Nikita, Poddar, Rishi, Rastogi, Aseem",https://doi.org/10.1109/ICSE55347.2025.00022,Aseem Rastogi,"Microsoft Research,India"
N/A,False,"""Get Me In The Groove"": A Mixed Methods Study on Supporting ADHD Professional Programmers","Newman, Kaia, Snay, Sarah, Endres, Madeline, Parikh, Manasvi, Begel, Andrew",https://doi.org/10.1109/ICSE55347.2025.00242,Kaia Newman,"Carnegie Mellon University,Pittsburgh,PA,USA"
N/A,False,"""Get Me In The Groove"": A Mixed Methods Study on Supporting ADHD Professional Programmers","Newman, Kaia, Snay, Sarah, Endres, Madeline, Parikh, Manasvi, Begel, Andrew",https://doi.org/10.1109/ICSE55347.2025.00242,Sarah Snay,"University of Michigan,Ann Arbor,MI,USA"
N/A,False,"""Get Me In The Groove"": A Mixed Methods Study on Supporting ADHD Professional Programmers","Newman, Kaia, Snay, Sarah, Endres, Madeline, Parikh, Manasvi, Begel, Andrew",https://doi.org/10.1109/ICSE55347.2025.00242,Madeline Endres,"University of Massachusetts,Amherst,Massachusetts,USA"
N/A,False,"""Get Me In The Groove"": A Mixed Methods Study on Supporting ADHD Professional Programmers","Newman, Kaia, Snay, Sarah, Endres, Madeline, Parikh, Manasvi, Begel, Andrew",https://doi.org/10.1109/ICSE55347.2025.00242,Manasvi Parikh,"University of Michigan,Ann Arbor,MI,USA"
N/A,False,"""Get Me In The Groove"": A Mixed Methods Study on Supporting ADHD Professional Programmers","Newman, Kaia, Snay, Sarah, Endres, Madeline, Parikh, Manasvi, Begel, Andrew",https://doi.org/10.1109/ICSE55347.2025.00242,Andrew Begel,"Carnegie Mellon University,Pittsburgh,PA,USA"
MH,True,GVI: Guided Vulnerability Imagination for Boosting Deep Vulnerability Detectors,"Yong, Heng, Li, Zhong, Pan, Minxue, Zhang, Tian, Zhao, Jianhua, Li, Xuandong",https://doi.org/10.1109/ICSE55347.2025.00214,Heng Yong,"Nanjing University,State Key Laboratory for Novel Software Technology,China"
MH,True,GVI: Guided Vulnerability Imagination for Boosting Deep Vulnerability Detectors,"Yong, Heng, Li, Zhong, Pan, Minxue, Zhang, Tian, Zhao, Jianhua, Li, Xuandong",https://doi.org/10.1109/ICSE55347.2025.00214,Zhong Li,"Nanjing University,State Key Laboratory for Novel Software Technology,China"
MH,True,GVI: Guided Vulnerability Imagination for Boosting Deep Vulnerability Detectors,"Yong, Heng, Li, Zhong, Pan, Minxue, Zhang, Tian, Zhao, Jianhua, Li, Xuandong",https://doi.org/10.1109/ICSE55347.2025.00214,Minxue Pan,"Nanjing University,State Key Laboratory for Novel Software Technology,China"
MH,True,GVI: Guided Vulnerability Imagination for Boosting Deep Vulnerability Detectors,"Yong, Heng, Li, Zhong, Pan, Minxue, Zhang, Tian, Zhao, Jianhua, Li, Xuandong",https://doi.org/10.1109/ICSE55347.2025.00214,Tian Zhang,"Nanjing University,State Key Laboratory for Novel Software Technology,China"
MH,True,GVI: Guided Vulnerability Imagination for Boosting Deep Vulnerability Detectors,"Yong, Heng, Li, Zhong, Pan, Minxue, Zhang, Tian, Zhao, Jianhua, Li, Xuandong",https://doi.org/10.1109/ICSE55347.2025.00214,Jianhua Zhao,"Nanjing University,State Key Laboratory for Novel Software Technology,China"
MH,True,GVI: Guided Vulnerability Imagination for Boosting Deep Vulnerability Detectors,"Yong, Heng, Li, Zhong, Pan, Minxue, Zhang, Tian, Zhao, Jianhua, Li, Xuandong",https://doi.org/10.1109/ICSE55347.2025.00214,Xuandong Li,"Nanjing University,State Key Laboratory for Novel Software Technology,China"
MH,False,PacDroid: A Pointer-Analysis-Centric Framework for Security Vulnerabilities in Android Apps,"Chen, Menglong, Tan, Tian, Pan, Minxue, Li, Yue",https://doi.org/10.1109/ICSE55347.2025.00208,Menglong Chen,"Nanjing University,State Key Laboratory for Novel Software Technology,China"
